ENSG0001	gene_1
ENSG0006070	gene_6070
ENSG0006071	gene_6071
ENSG0006072	gene_6072
ENSG0006073	gene_6073
ENSG0006074	gene_6074
ENSG0006075	gene_6075
ENSG0006076	gene_6076
ENSG0006077	gene_6077
ENSG0006078	gene_6078
ENSG0006079	MT-6079
ENSG0006080	gene_6080
ENSG0006081	gene_6081
ENSG0006082	gene_6082
ENSG0006083	gene_6083
ENSG0006084	gene_6084
ENSG0006085	gene_6085
ENSG0006086	gene_6086
ENSG0006087	gene_6087
ENSG0006088	gene_6088
ENSG0006089	gene_6089
ENSG0006090	gene_6090
ENSG0006091	gene_6091
ENSG0006092	gene_6092
ENSG0006093	gene_6093
ENSG0006094	gene_6094
ENSG0006095	gene_6095
ENSG0006096	MT-6096
ENSG0006097	gene_6097
ENSG0006098	gene_6098
ENSG0006099	gene_6099
ENSG0006100	gene_6100
ENSG0006101	gene_6101
ENSG0006102	MT-6102
ENSG0006103	gene_6103
ENSG0006104	gene_6104
ENSG0006105	gene_6105
ENSG0006106	gene_6106
ENSG0006107	gene_6107
ENSG0006108	MT-6108
ENSG0006109	gene_6109
ENSG0006110	gene_6110
ENSG0006111	MT-6111
ENSG0006112	gene_6112
ENSG0006113	gene_6113
ENSG0006114	MT-6114
ENSG0006115	MT-6115
ENSG0006116	gene_6116
ENSG0006117	gene_6117
ENSG0006118	gene_6118
ENSG0006119	gene_6119
ENSG0006120	gene_6120
ENSG0006121	gene_6121
ENSG0006122	gene_6122
ENSG0006123	gene_6123
ENSG0006124	gene_6124
ENSG0006125	gene_6125
ENSG0006126	gene_6126
ENSG0006127	gene_6127
ENSG0006128	gene_6128
ENSG0006129	gene_6129
ENSG0006130	gene_6130
ENSG0006131	gene_6131
ENSG0006132	gene_6132
ENSG0006133	gene_6133
ENSG0006134	gene_6134
ENSG0006135	gene_6135
ENSG0006136	gene_6136
ENSG0006137	gene_6137
ENSG0006138	gene_6138
ENSG0006139	gene_6139
ENSG0006140	gene_6140
ENSG0006141	gene_6141
ENSG0006142	gene_6142
ENSG0006143	MT-6143
ENSG0006144	gene_6144
ENSG0006145	gene_6145
ENSG0006146	MT-6146
ENSG0006147	gene_6147
ENSG0006148	gene_6148
ENSG0006149	gene_6149
ENSG0006150	gene_6150
ENSG0006151	gene_6151
ENSG0006152	gene_6152
ENSG0006153	MT-6153
ENSG0006154	gene_6154
ENSG0006155	gene_6155
ENSG0006156	MT-6156
ENSG0006157	MT-6157
ENSG0006158	gene_6158
ENSG0006159	MT-6159
ENSG0006160	gene_6160
ENSG0006161	gene_6161
ENSG0006162	gene_6162
ENSG0006163	MT-6163
ENSG0006164	gene_6164
ENSG0006165	gene_6165
ENSG0006166	gene_6166
ENSG0006167	gene_6167
ENSG0006168	gene_6168
ENSG0006169	MT-6169
ENSG0006170	gene_6170
ENSG0006171	gene_6171
ENSG0006172	gene_6172
ENSG0006173	gene_6173
ENSG0006174	gene_6174
ENSG0006175	gene_6175
ENSG0006176	gene_6176
ENSG0006177	gene_6177
ENSG0006178	gene_6178
ENSG0006179	gene_6179
ENSG0006180	gene_6180
ENSG0006181	gene_6181
ENSG0006182	gene_6182
ENSG0006183	gene_6183
ENSG0006184	gene_6184
ENSG0006185	gene_6185
ENSG0006186	gene_6186
ENSG0006187	MT-6187
ENSG0006188	gene_6188
ENSG0006189	gene_6189
ENSG0006190	gene_6190
ENSG0006191	gene_6191
ENSG0006192	gene_6192
ENSG0006193	gene_6193
ENSG0006194	gene_6194
ENSG0006195	gene_6195
ENSG0006196	gene_6196
ENSG0006197	gene_6197
ENSG0006198	gene_6198
ENSG0006199	gene_6199
ENSG0006200	gene_6200
ENSG0006201	gene_6201
ENSG0006202	gene_6202
ENSG0006203	MT-6203
ENSG0006204	gene_6204
ENSG0006205	gene_6205
ENSG0006206	gene_6206
ENSG0006207	MT-6207
ENSG0006208	gene_6208
ENSG0006209	MT-6209
ENSG0006210	gene_6210
ENSG0006211	gene_6211
ENSG0006212	gene_6212
ENSG0006213	gene_6213
ENSG0006214	MT-6214
ENSG0006215	gene_6215
ENSG0006216	gene_6216
ENSG0006217	gene_6217
ENSG0006218	gene_6218
ENSG0006219	MT-6219
ENSG0006220	gene_6220
ENSG0006221	gene_6221
ENSG0006222	gene_6222
ENSG0006223	MT-6223
ENSG0006224	gene_6224
ENSG0006225	gene_6225
ENSG0006226	gene_6226
ENSG0006227	gene_6227
ENSG0006228	gene_6228
ENSG0006229	gene_6229
ENSG0006230	gene_6230
ENSG0006231	gene_6231
ENSG0006232	gene_6232
ENSG0006233	gene_6233
ENSG0006234	MT-6234
ENSG0006235	gene_6235
ENSG0006236	gene_6236
ENSG0006237	gene_6237
ENSG0006238	gene_6238
ENSG0006239	gene_6239
ENSG0006240	gene_6240
ENSG0006241	gene_6241
ENSG0006242	gene_6242
ENSG0006243	gene_6243
ENSG0006244	gene_6244
ENSG0006245	gene_6245
ENSG0006246	gene_6246
ENSG0006247	gene_6247
ENSG0006248	gene_6248
ENSG0006249	MT-6249
ENSG0006250	gene_6250
ENSG0006251	gene_6251
ENSG0006252	gene_6252
ENSG0006253	MT-6253
ENSG0006254	gene_6254
ENSG0006255	gene_6255
ENSG0006256	gene_6256
ENSG0006257	gene_6257
ENSG0006258	gene_6258
ENSG0006259	gene_6259
ENSG0006260	gene_6260
ENSG0006261	gene_6261
ENSG0006262	gene_6262
ENSG0006263	gene_6263
ENSG0006264	gene_6264
ENSG0006265	gene_6265
ENSG0006266	gene_6266
ENSG0006267	gene_6267
ENSG0006268	gene_6268
ENSG0006269	gene_6269
ENSG0006270	gene_6270
ENSG0006271	gene_6271
ENSG0006272	gene_6272
ENSG0006273	gene_6273
ENSG0006274	MT-6274
ENSG0006275	MT-6275
ENSG0006276	gene_6276
ENSG0006277	gene_6277
ENSG0006278	gene_6278
ENSG0006279	gene_6279
ENSG0006280	gene_6280
ENSG0006281	MT-6281
ENSG0006282	gene_6282
ENSG0006283	gene_6283
ENSG0006284	gene_6284
ENSG0006285	gene_6285
ENSG0006286	gene_6286
ENSG0006287	gene_6287
ENSG0006288	MT-6288
ENSG0006289	gene_6289
ENSG0006290	gene_6290
ENSG0006291	gene_6291
ENSG0006292	gene_6292
ENSG0006293	gene_6293
ENSG0006294	gene_6294
ENSG0006295	gene_6295
ENSG0006296	gene_6296
ENSG0006297	gene_6297
ENSG0006298	MT-6298
ENSG0006299	gene_6299
ENSG0006300	gene_6300
ENSG0006301	gene_6301
ENSG0006302	gene_6302
ENSG0006303	gene_6303
ENSG0006304	gene_6304
ENSG0006305	gene_6305
ENSG0006306	gene_6306
ENSG0006307	gene_6307
ENSG0006308	gene_6308
ENSG0006309	gene_6309
ENSG0006310	gene_6310
ENSG0006311	gene_6311
ENSG0006312	gene_6312
ENSG0006313	gene_6313
ENSG0006314	gene_6314
ENSG0006315	gene_6315
ENSG0006316	MT-6316
ENSG0006317	gene_6317
ENSG0006318	gene_6318
ENSG0006319	gene_6319
ENSG0006320	gene_6320
ENSG0006321	gene_6321
ENSG0006322	gene_6322
ENSG0006323	gene_6323
ENSG0006324	gene_6324
ENSG0006325	gene_6325
ENSG0006326	gene_6326
ENSG0006327	gene_6327
ENSG0006328	gene_6328
ENSG0006329	gene_6329
ENSG0006330	gene_6330
ENSG0006331	gene_6331
ENSG0006332	gene_6332
ENSG0006333	gene_6333
ENSG0006334	gene_6334
ENSG0006335	MT-6335
ENSG0006336	gene_6336
ENSG0006337	gene_6337
ENSG0006338	gene_6338
ENSG0006339	gene_6339
ENSG0006340	gene_6340
ENSG0006341	gene_6341
ENSG0006342	gene_6342
ENSG0006343	gene_6343
ENSG0006344	gene_6344
ENSG0006345	gene_6345
ENSG0006346	gene_6346
ENSG0006347	gene_6347
ENSG0006348	gene_6348
ENSG0006349	gene_6349
ENSG0006350	MT-6350
ENSG0006351	gene_6351
ENSG0006352	gene_6352
ENSG0006353	gene_6353
ENSG0006354	gene_6354
ENSG0006355	gene_6355
ENSG0006356	MT-6356
ENSG0006357	gene_6357
ENSG0006358	gene_6358
ENSG0006359	gene_6359
ENSG0006360	MT-6360
ENSG0006361	gene_6361
ENSG0006362	gene_6362
ENSG0006363	gene_6363
ENSG0006364	gene_6364
ENSG0006365	gene_6365
ENSG0006366	gene_6366
ENSG0006367	gene_6367
ENSG0006368	gene_6368
ENSG0006369	gene_6369
ENSG0006370	MT-6370
ENSG0006371	gene_6371
ENSG0006372	gene_6372
ENSG0006373	gene_6373
ENSG0006374	gene_6374
ENSG0006375	gene_6375
ENSG0006376	gene_6376
ENSG0006377	gene_6377
ENSG0006378	gene_6378
ENSG0006379	gene_6379
ENSG0006380	gene_6380
ENSG0006381	gene_6381
ENSG0006382	gene_6382
ENSG0006383	gene_6383
ENSG0006384	gene_6384
ENSG0006385	gene_6385
ENSG0006386	MT-6386
ENSG0006387	gene_6387
ENSG0006388	gene_6388
ENSG0006389	gene_6389
ENSG0006390	gene_6390
ENSG0006391	gene_6391
ENSG0006392	gene_6392
ENSG0006393	gene_6393
ENSG0006394	gene_6394
ENSG0006395	gene_6395
ENSG0006396	gene_6396
ENSG0006397	gene_6397
ENSG0006398	gene_6398
ENSG0006399	gene_6399
ENSG0006400	gene_6400
ENSG0006401	gene_6401
ENSG0006402	gene_6402
ENSG0006403	gene_6403
ENSG0006404	gene_6404
ENSG0006405	gene_6405
ENSG0006406	gene_6406
ENSG0006407	gene_6407
ENSG0006408	gene_6408
ENSG0006409	gene_6409
ENSG0006410	gene_6410
ENSG0006411	gene_6411
ENSG0006412	MT-6412
ENSG0006413	gene_6413
ENSG0006414	gene_6414
ENSG0006415	gene_6415
ENSG0006416	gene_6416
ENSG0006417	gene_6417
ENSG0006418	gene_6418
ENSG0006419	gene_6419
ENSG0006420	gene_6420
ENSG0006421	MT-6421
ENSG0006422	gene_6422
ENSG0006423	gene_6423
ENSG0006424	MT-6424
ENSG0006425	gene_6425
ENSG0006426	MT-6426
ENSG0006427	gene_6427
ENSG0006428	gene_6428
ENSG0006429	gene_6429
ENSG0006430	gene_6430
ENSG0006431	gene_6431
ENSG0006432	gene_6432
ENSG0006433	gene_6433
ENSG0006434	gene_6434
ENSG0006435	gene_6435
ENSG0006436	gene_6436
ENSG0006437	gene_6437
ENSG0006438	gene_6438
ENSG0006439	gene_6439
ENSG0006440	gene_6440
ENSG0006441	gene_6441
ENSG0006442	gene_6442
ENSG0006443	gene_6443
ENSG0006444	gene_6444
ENSG0006445	gene_6445
ENSG0006446	gene_6446
ENSG0006447	gene_6447
ENSG0006448	gene_6448
ENSG0006449	gene_6449
ENSG0006450	gene_6450
ENSG0006451	gene_6451
ENSG0006452	gene_6452
ENSG0006453	gene_6453
ENSG0006454	gene_6454
ENSG0006455	gene_6455
ENSG0006456	MT-6456
ENSG0006457	gene_6457
ENSG0006458	gene_6458
ENSG0006459	gene_6459
ENSG0006460	gene_6460
ENSG0006461	gene_6461
ENSG0006462	gene_6462
ENSG0006463	gene_6463
ENSG0006464	MT-6464
ENSG0006465	MT-6465
ENSG0006466	gene_6466
ENSG0006467	MT-6467
ENSG0006468	gene_6468
ENSG0006469	gene_6469
ENSG0006470	gene_6470
ENSG0006471	gene_6471
ENSG0006472	gene_6472
ENSG0006473	gene_6473
ENSG0006474	gene_6474
ENSG0006475	gene_6475
ENSG0006476	gene_6476
ENSG0006477	gene_6477
ENSG0006478	gene_6478
ENSG0006479	gene_6479
ENSG0006480	gene_6480
ENSG0006481	gene_6481
ENSG0006482	gene_6482
ENSG0006483	gene_6483
ENSG0006484	gene_6484
ENSG0006485	MT-6485
ENSG0006486	gene_6486
ENSG0006487	gene_6487
ENSG0006488	MT-6488
ENSG0006489	gene_6489
ENSG0006490	gene_6490
ENSG0006491	gene_6491
ENSG0006492	gene_6492
ENSG0006493	gene_6493
ENSG0006494	gene_6494
ENSG0006495	gene_6495
ENSG0006496	gene_6496
ENSG0006497	MT-6497
ENSG0006498	gene_6498
ENSG0006499	MT-6499
ENSG0006500	MT-6500
ENSG0006501	gene_6501
ENSG0006502	gene_6502
ENSG0006503	MT-6503
ENSG0006504	gene_6504
ENSG0006505	gene_6505
ENSG0006506	gene_6506
ENSG0006507	gene_6507
ENSG0006508	MT-6508
ENSG0006509	gene_6509
ENSG0006510	gene_6510
ENSG0006511	gene_6511
ENSG0006512	MT-6512
ENSG0006513	gene_6513
ENSG0006514	gene_6514
ENSG0006515	gene_6515
ENSG0006516	gene_6516
ENSG0006517	gene_6517
ENSG0006518	gene_6518
ENSG0006519	gene_6519
ENSG0006520	gene_6520
ENSG0006521	gene_6521
ENSG0006522	gene_6522
ENSG0006523	gene_6523
ENSG0006524	gene_6524
ENSG0006525	gene_6525
ENSG0006526	gene_6526
ENSG0006527	gene_6527
ENSG0006528	gene_6528
ENSG0006529	MT-6529
ENSG0006530	gene_6530
ENSG0006531	gene_6531
ENSG0006532	gene_6532
ENSG0006533	MT-6533
ENSG0006534	gene_6534
ENSG0006535	gene_6535
ENSG0006536	gene_6536
ENSG0006537	gene_6537
ENSG0006538	gene_6538
ENSG0006539	gene_6539
ENSG0006540	gene_6540
ENSG0006541	gene_6541
ENSG0006542	gene_6542
ENSG0006543	gene_6543
ENSG0006544	gene_6544
ENSG0006545	MT-6545
ENSG0006546	gene_6546
ENSG0006547	gene_6547
ENSG0006548	gene_6548
ENSG0006549	MT-6549
ENSG0006550	gene_6550
ENSG0006551	gene_6551
ENSG0006552	gene_6552
ENSG0006553	gene_6553
ENSG0006554	MT-6554
ENSG0006555	gene_6555
ENSG0006556	gene_6556
ENSG0006557	gene_6557
ENSG0006558	gene_6558
ENSG0006559	gene_6559
ENSG0006560	gene_6560
ENSG0006561	gene_6561
ENSG0006562	gene_6562
ENSG0006563	gene_6563
ENSG0006564	MT-6564
ENSG0006565	gene_6565
ENSG0006566	gene_6566
ENSG0006567	gene_6567
ENSG0006568	gene_6568
ENSG0006569	gene_6569
ENSG0006570	gene_6570
ENSG0006571	MT-6571
ENSG0006572	gene_6572
ENSG0006573	gene_6573
ENSG0006574	gene_6574
ENSG0006575	gene_6575
ENSG0006576	gene_6576
ENSG0006577	gene_6577
ENSG0006578	gene_6578
ENSG0006579	gene_6579
ENSG0006580	gene_6580
ENSG0006581	MT-6581
ENSG0006582	gene_6582
ENSG0006583	gene_6583
ENSG0006584	gene_6584
ENSG0006585	gene_6585
ENSG0006586	gene_6586
ENSG0006587	gene_6587
ENSG0006588	gene_6588
ENSG0006589	MT-6589
ENSG0006590	MT-6590
ENSG0006591	gene_6591
ENSG0006592	gene_6592
ENSG0006593	gene_6593
ENSG0006594	gene_6594
ENSG0006595	MT-6595
ENSG0006596	gene_6596
ENSG0006597	gene_6597
ENSG0006598	gene_6598
ENSG0006599	gene_6599
ENSG0006600	gene_6600
ENSG0006601	gene_6601
ENSG0006602	gene_6602
ENSG0006603	gene_6603
ENSG0006604	gene_6604
ENSG0006605	gene_6605
ENSG0006606	gene_6606
ENSG0006607	gene_6607
ENSG0006608	gene_6608
ENSG0006609	gene_6609
ENSG0006610	gene_6610
ENSG0006611	gene_6611
ENSG0006612	gene_6612
ENSG0006613	gene_6613
ENSG0006614	gene_6614
ENSG0006615	gene_6615
ENSG0006616	MT-6616
ENSG0006617	gene_6617
ENSG0006618	gene_6618
ENSG0006619	gene_6619
ENSG0006620	gene_6620
ENSG0006621	MT-6621
ENSG0006622	gene_6622
ENSG0006623	gene_6623
ENSG0006624	gene_6624
ENSG0006625	gene_6625
ENSG0006626	gene_6626
ENSG0006627	gene_6627
ENSG0006628	gene_6628
ENSG0006629	gene_6629
ENSG0006630	gene_6630
ENSG0006631	gene_6631
ENSG0006632	gene_6632
ENSG0006633	gene_6633
ENSG0006634	gene_6634
ENSG0006635	gene_6635
ENSG0006636	gene_6636
ENSG0006637	MT-6637
ENSG0006638	gene_6638
ENSG0006639	gene_6639
ENSG0006640	gene_6640
ENSG0006641	gene_6641
ENSG0006642	gene_6642
ENSG0006643	gene_6643
ENSG0006644	gene_6644
ENSG0006645	gene_6645
ENSG0006646	gene_6646
ENSG0006647	gene_6647
ENSG0006648	gene_6648
ENSG0006649	gene_6649
ENSG0006650	MT-6650
ENSG0006651	gene_6651
ENSG0006652	gene_6652
ENSG0006653	gene_6653
ENSG0006654	gene_6654
ENSG0006655	gene_6655
ENSG0006656	gene_6656
ENSG0006657	gene_6657
ENSG0006658	gene_6658
ENSG0006659	gene_6659
ENSG0006660	gene_6660
ENSG0006661	gene_6661
ENSG0006662	gene_6662
ENSG0006663	gene_6663
ENSG0006664	gene_6664
ENSG0006665	gene_6665
ENSG0006666	gene_6666
ENSG0006667	gene_6667
ENSG0006668	gene_6668
ENSG0006669	gene_6669
ENSG0006670	MT-6670
ENSG0006671	MT-6671
ENSG0006672	gene_6672
ENSG0006673	gene_6673
ENSG0006674	gene_6674
ENSG0006675	gene_6675
ENSG0006676	gene_6676
ENSG0006677	gene_6677
ENSG0006678	gene_6678
ENSG0006679	gene_6679
ENSG0006680	gene_6680
ENSG0006681	gene_6681
ENSG0006682	gene_6682
ENSG0006683	gene_6683
ENSG0006684	gene_6684
ENSG0006685	gene_6685
ENSG0006686	gene_6686
ENSG0006687	gene_6687
ENSG0006688	gene_6688
ENSG0006689	gene_6689
ENSG0006690	gene_6690
ENSG0006691	gene_6691
ENSG0006692	MT-6692
ENSG0006693	gene_6693
ENSG0006694	gene_6694
ENSG0006695	gene_6695
ENSG0006696	gene_6696
ENSG0006697	gene_6697
ENSG0006698	gene_6698
ENSG0006699	gene_6699
ENSG0006700	gene_6700
ENSG0006701	gene_6701
ENSG0006702	gene_6702
ENSG0006703	MT-6703
ENSG0006704	gene_6704
ENSG0006705	gene_6705
ENSG0006706	gene_6706
ENSG0006707	gene_6707
ENSG0006708	gene_6708
ENSG0006709	gene_6709
ENSG0006710	gene_6710
ENSG0006711	gene_6711
ENSG0006712	gene_6712
ENSG0006713	gene_6713
ENSG0006714	gene_6714
ENSG0006715	gene_6715
ENSG0006716	gene_6716
ENSG0006717	gene_6717
ENSG0006718	gene_6718
ENSG0006719	gene_6719
ENSG0006720	gene_6720
ENSG0006721	gene_6721
ENSG0006722	gene_6722
ENSG0006723	gene_6723
ENSG0006724	MT-6724
ENSG0006725	gene_6725
ENSG0006726	MT-6726
ENSG0006727	gene_6727
ENSG0006728	gene_6728
ENSG0006729	gene_6729
ENSG0006730	MT-6730
ENSG0006731	gene_6731
ENSG0006732	gene_6732
ENSG0006733	gene_6733
ENSG0006734	gene_6734
ENSG0006735	gene_6735
ENSG0006736	gene_6736
ENSG0006737	gene_6737
ENSG0006738	gene_6738
ENSG0006739	gene_6739
ENSG0006740	gene_6740
ENSG0006741	gene_6741
ENSG0006742	gene_6742
ENSG0006743	gene_6743
ENSG0006744	gene_6744
ENSG0006745	gene_6745
ENSG0006746	gene_6746
ENSG0006747	gene_6747
ENSG0006748	gene_6748
ENSG0006749	gene_6749
ENSG0006750	gene_6750
ENSG0006751	gene_6751
ENSG0006752	gene_6752
ENSG0006753	MT-6753
ENSG0006754	gene_6754
ENSG0006755	gene_6755
ENSG0006756	gene_6756
ENSG0006757	gene_6757
ENSG0006758	MT-6758
ENSG0006759	gene_6759
ENSG0006760	gene_6760
ENSG0006761	gene_6761
ENSG0006762	gene_6762
ENSG0006763	MT-6763
ENSG0006764	gene_6764
ENSG0006765	gene_6765
ENSG0006766	gene_6766
ENSG0006767	gene_6767
ENSG0006768	gene_6768
ENSG0006769	gene_6769
ENSG0006770	MT-6770
ENSG0006771	gene_6771
ENSG0006772	gene_6772
ENSG0006773	gene_6773
ENSG0006774	gene_6774
ENSG0006775	gene_6775
ENSG0006776	gene_6776
ENSG0006777	gene_6777
ENSG0006778	gene_6778
ENSG0006779	gene_6779
ENSG0006780	gene_6780
ENSG0006781	gene_6781
ENSG0006782	MT-6782
ENSG0006783	gene_6783
ENSG0006784	gene_6784
ENSG0006785	gene_6785
ENSG0006786	gene_6786
ENSG0006787	MT-6787
ENSG0006788	gene_6788
ENSG0006789	MT-6789
ENSG0006790	gene_6790
ENSG0006791	gene_6791
ENSG0006792	gene_6792
ENSG0006793	gene_6793
ENSG0006794	gene_6794
ENSG0006795	MT-6795
ENSG0006796	gene_6796
ENSG0006797	gene_6797
ENSG0006798	gene_6798
ENSG0006799	gene_6799
ENSG0006800	gene_6800
ENSG0006801	gene_6801
ENSG0006802	MT-6802
ENSG0006803	gene_6803
ENSG0006804	gene_6804
ENSG0006805	gene_6805
ENSG0006806	gene_6806
ENSG0006807	gene_6807
ENSG0006808	gene_6808
ENSG0006809	gene_6809
ENSG0006810	MT-6810
ENSG0006811	gene_6811
ENSG0006812	gene_6812
ENSG0006813	gene_6813
ENSG0006814	gene_6814
ENSG0006815	gene_6815
ENSG0006816	gene_6816
ENSG0006817	gene_6817
ENSG0006818	gene_6818
ENSG0006819	gene_6819
ENSG0006820	gene_6820
ENSG0006821	gene_6821
ENSG0006822	gene_6822
ENSG0006823	gene_6823
ENSG0006824	gene_6824
ENSG0006825	gene_6825
ENSG0006826	gene_6826
ENSG0006827	gene_6827
ENSG0006828	gene_6828
ENSG0006829	MT-6829
ENSG0006830	gene_6830
ENSG0006831	gene_6831
ENSG0006832	gene_6832
ENSG0006833	gene_6833
ENSG0006834	gene_6834
ENSG0006835	MT-6835
ENSG0006836	gene_6836
ENSG0006837	gene_6837
ENSG0006838	gene_6838
ENSG0006839	gene_6839
ENSG0006840	gene_6840
ENSG0006841	gene_6841
ENSG0006842	gene_6842
ENSG0006843	gene_6843
ENSG0006844	gene_6844
ENSG0006845	gene_6845
ENSG0006846	MT-6846
ENSG0006847	gene_6847
ENSG0006848	gene_6848
ENSG0006849	gene_6849
ENSG0006850	gene_6850
ENSG0006851	gene_6851
ENSG0006852	gene_6852
ENSG0006853	gene_6853
ENSG0006854	gene_6854
ENSG0006855	gene_6855
ENSG0006856	gene_6856
ENSG0006857	gene_6857
ENSG0006858	gene_6858
ENSG0006859	gene_6859
ENSG0006860	gene_6860
ENSG0006861	gene_6861
ENSG0006862	gene_6862
ENSG0006863	gene_6863
ENSG0006864	gene_6864
ENSG0006865	gene_6865
ENSG0006866	gene_6866
ENSG0006867	gene_6867
ENSG0006868	MT-6868
ENSG0006869	gene_6869
ENSG0006870	gene_6870
ENSG0006871	gene_6871
ENSG0006872	gene_6872
ENSG0006873	gene_6873
ENSG0006874	gene_6874
ENSG0006875	gene_6875
ENSG0006876	MT-6876
ENSG0006877	gene_6877
ENSG0006878	gene_6878
ENSG0006879	gene_6879
ENSG0006880	gene_6880
ENSG0006881	gene_6881
ENSG0006882	gene_6882
ENSG0006883	gene_6883
ENSG0006884	gene_6884
ENSG0006885	gene_6885
ENSG0006886	gene_6886
ENSG0006887	gene_6887
ENSG0006888	gene_6888
ENSG0006889	MT-6889
ENSG0006890	gene_6890
ENSG0006891	gene_6891
ENSG0006892	gene_6892
ENSG0006893	gene_6893
ENSG0006894	gene_6894
ENSG0006895	gene_6895
ENSG0006896	gene_6896
ENSG0006897	gene_6897
ENSG0006898	gene_6898
ENSG0006899	MT-6899
ENSG0006900	gene_6900
ENSG0006901	gene_6901
ENSG0006902	gene_6902
ENSG0006903	gene_6903
ENSG0006904	gene_6904
ENSG0006905	gene_6905
ENSG0006906	gene_6906
ENSG0006907	gene_6907
ENSG0006908	gene_6908
ENSG0006909	gene_6909
ENSG0006910	gene_6910
ENSG0006911	gene_6911
ENSG0006912	gene_6912
ENSG0006913	MT-6913
ENSG0006914	gene_6914
ENSG0006915	gene_6915
ENSG0006916	gene_6916
ENSG0006917	gene_6917
ENSG0006918	gene_6918
ENSG0006919	gene_6919
ENSG0006920	gene_6920
ENSG0006921	gene_6921
ENSG0006922	gene_6922
ENSG0006923	gene_6923
ENSG0006924	gene_6924
ENSG0006925	gene_6925
ENSG0006926	gene_6926
ENSG0006927	gene_6927
ENSG0006928	gene_6928
ENSG0006929	gene_6929
ENSG0006930	gene_6930
ENSG0006931	gene_6931
ENSG0006932	gene_6932
ENSG0006933	gene_6933
ENSG0006934	gene_6934
ENSG0006935	gene_6935
ENSG0006936	gene_6936
ENSG0006937	gene_6937
ENSG0006938	gene_6938
ENSG0006939	gene_6939
ENSG0006940	gene_6940
ENSG0006941	MT-6941
ENSG0006942	gene_6942
ENSG0006943	MT-6943
ENSG0006944	gene_6944
ENSG0006945	gene_6945
ENSG0006946	gene_6946
ENSG0006947	gene_6947
ENSG0006948	gene_6948
ENSG0006949	gene_6949
ENSG0006950	gene_6950
ENSG0006951	gene_6951
ENSG0006952	gene_6952
ENSG0006953	gene_6953
ENSG0006954	gene_6954
ENSG0006955	gene_6955
ENSG0006956	MT-6956
ENSG0006957	gene_6957
ENSG0006958	gene_6958
ENSG0006959	gene_6959
ENSG0006960	gene_6960
ENSG0006961	gene_6961
ENSG0006962	gene_6962
ENSG0006963	gene_6963
ENSG0006964	gene_6964
ENSG0006965	gene_6965
ENSG0006966	gene_6966
ENSG0006967	gene_6967
ENSG0006968	gene_6968
ENSG0006969	gene_6969
ENSG0006970	gene_6970
ENSG0006971	gene_6971
ENSG0006972	gene_6972
ENSG0006973	MT-6973
ENSG0006974	gene_6974
ENSG0006975	gene_6975
ENSG0006976	gene_6976
ENSG0006977	MT-6977
ENSG0006978	gene_6978
ENSG0006979	gene_6979
ENSG0006980	gene_6980
ENSG0006981	gene_6981
ENSG0006982	gene_6982
ENSG0006983	MT-6983
ENSG0006984	gene_6984
ENSG0006985	gene_6985
ENSG0006986	gene_6986
ENSG0006987	gene_6987
ENSG0006988	MT-6988
ENSG0006989	gene_6989
ENSG0006990	gene_6990
ENSG0006991	gene_6991
ENSG0006992	gene_6992
ENSG0006993	MT-6993
ENSG0006994	gene_6994
ENSG0006995	gene_6995
ENSG0006996	gene_6996
ENSG0006997	gene_6997
ENSG0006998	gene_6998
ENSG0006999	gene_6999
ENSG0007000	gene_7000
ENSG0007001	gene_7001
ENSG0007002	gene_7002
ENSG0007003	gene_7003
ENSG0007004	gene_7004
ENSG0007005	gene_7005
ENSG0007006	gene_7006
ENSG0007007	gene_7007
ENSG0007008	gene_7008
ENSG0007009	gene_7009
ENSG0007010	gene_7010
ENSG0007011	gene_7011
ENSG0007012	gene_7012
ENSG0007013	gene_7013
ENSG0007014	gene_7014
ENSG0007015	gene_7015
ENSG0007016	gene_7016
ENSG0007017	gene_7017
ENSG0007018	MT-7018
ENSG0007019	gene_7019
ENSG0007020	gene_7020
ENSG0007021	gene_7021
ENSG0007022	gene_7022
ENSG0007023	gene_7023
ENSG0007024	MT-7024
ENSG0007025	gene_7025
ENSG0007026	gene_7026
ENSG0007027	gene_7027
ENSG0007028	gene_7028
ENSG0007029	gene_7029
ENSG0007030	gene_7030
ENSG0007031	gene_7031
ENSG0007032	gene_7032
ENSG0007033	gene_7033
ENSG0007034	gene_7034
ENSG0007035	MT-7035
ENSG0007036	gene_7036
ENSG0007037	gene_7037
ENSG0007038	gene_7038
ENSG0007039	gene_7039
ENSG0007040	gene_7040
ENSG0007041	gene_7041
ENSG0007042	gene_7042
ENSG0007043	gene_7043
ENSG0007044	gene_7044
ENSG0007045	gene_7045
ENSG0007046	MT-7046
ENSG0007047	gene_7047
ENSG0007048	gene_7048
ENSG0007049	gene_7049
ENSG0007050	gene_7050
ENSG0007051	MT-7051
ENSG0007052	gene_7052
ENSG0007053	gene_7053
ENSG0007054	gene_7054
ENSG0007055	gene_7055
ENSG0007056	gene_7056
ENSG0007057	gene_7057
ENSG0007058	MT-7058
ENSG0007059	gene_7059
ENSG0007060	gene_7060
ENSG0007061	gene_7061
ENSG0007062	gene_7062
ENSG0007063	gene_7063
ENSG0007064	gene_7064
ENSG0007065	gene_7065
ENSG0007066	gene_7066
ENSG0007067	gene_7067
ENSG0007068	gene_7068
